Round,Raw_Score,Abs_Training_Loss,Diff_Normalized_Reward,Detection_Rate,FP_Rate,Efficiency,Agent_Elo,Elo_Delta,Difficulty_Elo,Elo_Gap,Win_Rate,Difficulty_Frac
212,0.725200,0.274800,0.945445,0.885000,0.009000,0.141000,1330.690000,-0.210000,1421.210000,-90.520000,0.000000,0.776513
213,0.709900,0.290100,0.925661,0.870000,0.007000,0.067000,1329.390000,-1.300000,1421.570000,-92.180000,0.000000,0.776962
214,0.735900,0.264100,0.959348,0.873000,0.006000,0.189000,1330.050000,0.660000,1421.110000,-91.060000,0.000000,0.776387
215,0.739300,0.260700,0.963987,0.910000,0.009000,0.185000,1330.960000,0.910000,1421.550000,-90.590000,0.000000,0.776937
216,0.719200,0.280800,0.937678,0.901000,0.007000,0.064000,1330.310000,-0.650000,1421.330000,-91.020000,0.000000,0.776662
217,0.736500,0.263500,0.959919,0.895000,0.008000,0.207000,1330.950000,0.640000,1420.660000,-89.710000,0.000000,0.775825
218,0.730100,0.269900,0.951935,0.921000,0.009000,0.096000,1331.110000,0.160000,1421.430000,-90.320000,0.000000,0.776788
219,0.724000,0.276000,0.943544,0.893000,0.008000,0.099000,1330.770000,-0.340000,1420.480000,-89.710000,0.000000,0.775600
220,0.729800,0.270200,0.951019,0.903000,0.008000,0.120000,1330.870000,0.100000,1420.300000,-89.430000,0.000000,0.775375
221,0.722700,0.277300,0.941665,0.911000,0.007000,0.040000,1330.430000,-0.440000,1420.080000,-89.650000,0.000000,0.775100
222,0.736000,0.264000,0.958438,0.920000,0.007000,0.124000,1330.950000,0.520000,1418.890000,-87.940000,0.000000,0.773613
223,0.724300,0.275700,0.943179,0.914000,0.007000,0.039000,1330.570000,-0.380000,1418.840000,-88.270000,0.000000,0.773550
224,0.733800,0.266200,0.955265,0.883000,0.007000,0.186000,1330.890000,0.320000,1418.230000,-87.340000,0.000000,0.772788
225,0.734900,0.265100,0.957188,0.896000,0.006000,0.170000,1331.320000,0.430000,1419.280000,-87.960000,0.000000,0.774100
226,0.721400,0.278600,0.939788,0.902000,0.006000,0.064000,1330.750000,-0.570000,1419.680000,-88.930000,0.000000,0.774600
227,0.717800,0.282200,0.934998,0.902000,0.006000,0.027000,1329.920000,-0.830000,1419.460000,-89.540000,0.000000,0.774325
228,0.720800,0.279200,0.938525,0.905000,0.006000,0.081000,1329.320000,-0.600000,1418.630000,-89.310000,0.000000,0.773288
229,0.725200,0.274800,0.944162,0.867000,0.007000,0.165000,1329.060000,-0.260000,1418.430000,-89.370000,0.000000,0.773038
230,0.730900,0.269100,0.951903,0.888000,0.007000,0.148000,1329.260000,0.200000,1419.120000,-89.860000,0.000000,0.773900
231,0.744100,0.255900,0.969152,0.908000,0.007000,0.206000,1330.470000,1.210000,1419.240000,-88.770000,0.000000,0.774050
232,0.734800,0.265200,0.957142,0.924000,0.007000,0.114000,1330.930000,0.460000,1419.460000,-88.530000,0.000000,0.774325
233,0.733900,0.266100,0.955778,0.901000,0.006000,0.183000,1331.280000,0.350000,1419.050000,-87.770000,0.000000,0.773812
234,0.730300,0.269700,0.951373,0.890000,0.006000,0.159000,1331.370000,0.090000,1419.660000,-88.290000,0.000000,0.774575
235,0.741100,0.258900,0.965782,0.885000,0.007000,0.216000,1332.310000,0.940000,1420.380000,-88.070000,0.000000,0.775475
236,0.728100,0.271900,0.949263,0.884000,0.008000,0.125000,1332.260000,-0.050000,1421.290000,-89.030000,0.000000,0.776612
237,0.719200,0.280800,0.937705,0.902000,0.007000,0.062000,1331.560000,-0.700000,1421.390000,-89.830000,0.000000,0.776738
238,0.729400,0.270600,0.950818,0.907000,0.006000,0.114000,1331.630000,0.070000,1420.990000,-89.360000,0.000000,0.776238
239,0.731800,0.268200,0.953611,0.902000,0.007000,0.122000,1331.840000,0.210000,1420.270000,-88.430000,0.000000,0.775338
240,0.740300,0.259700,0.964607,0.893000,0.010000,0.188000,1332.680000,0.840000,1420.100000,-87.420000,0.000000,0.775125
241,0.748900,0.251100,0.975923,0.923000,0.006000,0.203000,1334.160000,1.480000,1420.330000,-86.170000,0.000000,0.775412
242,0.738100,0.261900,0.961835,0.885000,0.007000,0.204000,1334.750000,0.590000,1420.300000,-85.550000,0.000000,0.775375
243,0.725800,0.274200,0.946255,0.893000,0.005000,0.099000,1334.420000,-0.330000,1421.270000,-86.850000,0.000000,0.776587
244,0.744600,0.255400,0.970917,0.918000,0.006000,0.160000,1335.550000,1.130000,1421.590000,-86.040000,0.000000,0.776987
245,0.728000,0.272000,0.949095,0.891000,0.006000,0.137000,1335.350000,-0.200000,1421.210000,-85.860000,0.000000,0.776513
246,0.715800,0.284200,0.933427,0.877000,0.006000,0.094000,1334.280000,-1.070000,1421.730000,-87.450000,0.000000,0.777162
247,0.724800,0.275200,0.945252,0.912000,0.007000,0.067000,1333.930000,-0.350000,1421.920000,-87.990000,0.000000,0.777400
248,0.732700,0.267300,0.955339,0.881000,0.007000,0.162000,1334.170000,0.240000,1421.460000,-87.290000,0.000000,0.776825
249,0.729900,0.270100,0.952047,0.887000,0.007000,0.151000,1334.210000,0.040000,1422.230000,-88.020000,0.000000,0.777788
250,0.726000,0.274000,0.947229,0.893000,0.007000,0.119000,1333.980000,-0.230000,1422.810000,-88.830000,0.000000,0.778512
251,0.725300,0.274700,0.946209,0.898000,0.010000,0.104000,1333.710000,-0.270000,1422.580000,-88.870000,0.000000,0.778225
252,0.746200,0.253800,0.973408,0.922000,0.006000,0.177000,1335.030000,1.320000,1422.440000,-87.410000,0.000000,0.778050
253,0.731200,0.268800,0.953729,0.879000,0.006000,0.171000,1335.130000,0.100000,1422.200000,-87.070000,0.000000,0.777750
254,0.723900,0.276100,0.944313,0.931000,0.007000,0.049000,1334.700000,-0.430000,1422.430000,-87.730000,0.000000,0.778038
255,0.731900,0.268100,0.954408,0.883000,0.007000,0.168000,1334.850000,0.150000,1421.700000,-86.850000,0.000000,0.777125
256,0.739600,0.260400,0.964747,0.890000,0.007000,0.198000,1335.610000,0.760000,1422.330000,-86.720000,0.000000,0.777912
257,0.712400,0.287600,0.929526,0.897000,0.008000,0.031000,1334.330000,-1.280000,1422.900000,-88.570000,0.000000,0.778625
258,0.719800,0.280200,0.938795,0.870000,0.008000,0.115000,1333.610000,-0.720000,1422.060000,-88.450000,0.000000,0.777575
259,0.729900,0.270100,0.952275,0.911000,0.008000,0.126000,1333.700000,0.090000,1422.720000,-89.020000,0.000000,0.778400
260,0.737100,0.262900,0.961462,0.916000,0.007000,0.135000,1334.310000,0.610000,1422.280000,-87.970000,0.000000,0.777850
261,0.737300,0.262700,0.961422,0.904000,0.007000,0.156000,1334.890000,0.580000,1421.640000,-86.750000,0.000000,0.777050
262,0.745300,0.254700,0.972063,0.913000,0.006000,0.217000,1336.070000,1.180000,1422.080000,-86.010000,0.000000,0.777600
263,0.734000,0.266000,0.957409,0.887000,0.009000,0.185000,1336.350000,0.280000,1422.260000,-85.910000,0.000000,0.777825
264,0.714600,0.285400,0.932378,0.851000,0.009000,0.161000,1335.200000,-1.150000,1422.860000,-87.660000,0.000000,0.778575
265,0.721400,0.278600,0.941928,0.884000,0.006000,0.092000,1334.660000,-0.540000,1424.330000,-89.670000,0.000000,0.780412
266,0.731300,0.268700,0.954620,0.891000,0.006000,0.154000,1334.860000,0.200000,1423.830000,-88.970000,0.000000,0.779787
267,0.727700,0.272300,0.949800,0.914000,0.007000,0.090000,1334.770000,-0.090000,1423.570000,-88.800000,0.000000,0.779462
268,0.729400,0.270600,0.951753,0.906000,0.007000,0.147000,1334.790000,0.020000,1423.000000,-88.210000,0.000000,0.778750
269,0.741600,0.258400,0.967635,0.906000,0.007000,0.186000,1335.730000,0.940000,1422.920000,-87.190000,0.000000,0.778650
270,0.722700,0.277300,0.943020,0.900000,0.008000,0.089000,1335.210000,-0.520000,1423.020000,-87.810000,0.000000,0.778775
271,0.734200,0.265800,0.957867,0.893000,0.007000,0.174000,1335.560000,0.350000,1422.680000,-87.120000,0.000000,0.778350
272,0.732600,0.267400,0.956046,0.909000,0.007000,0.131000,1335.790000,0.230000,1423.250000,-87.460000,0.000000,0.779062
273,0.708300,0.291700,0.924298,0.893000,0.009000,0.000000,1334.230000,-1.560000,1423.170000,-88.940000,0.000000,0.778963
274,0.726700,0.273300,0.947804,0.902000,0.007000,0.102000,1334.020000,-0.210000,1422.080000,-88.060000,0.000000,0.777600
275,0.746900,0.253100,0.973988,0.906000,0.009000,0.254000,1335.350000,1.330000,1421.740000,-86.390000,0.000000,0.777175
276,0.736700,0.263300,0.961044,0.885000,0.006000,0.182000,1335.870000,0.520000,1422.500000,-86.630000,0.000000,0.778125
277,0.720700,0.279300,0.940415,0.899000,0.006000,0.101000,1335.190000,-0.680000,1423.030000,-87.840000,0.000000,0.778787
278,0.716900,0.283100,0.935374,0.882000,0.009000,0.074000,1334.260000,-0.930000,1422.850000,-88.590000,0.000000,0.778562
279,0.728400,0.271600,0.950611,0.902000,0.006000,0.110000,1334.230000,-0.030000,1423.350000,-89.120000,0.000000,0.779187
280,0.724300,0.275700,0.944997,0.893000,0.006000,0.111000,1333.880000,-0.350000,1422.780000,-88.900000,0.000000,0.778475
281,0.734800,0.265200,0.958776,0.908000,0.008000,0.151000,1334.340000,0.460000,1422.950000,-88.610000,0.000000,0.778688
282,0.723900,0.276100,0.944466,0.906000,0.008000,0.108000,1333.950000,-0.390000,1422.760000,-88.810000,0.000000,0.778450
283,0.724300,0.275700,0.944766,0.874000,0.008000,0.148000,1333.590000,-0.360000,1422.280000,-88.690000,0.000000,0.777850
284,0.711500,0.288500,0.928374,0.896000,0.007000,0.002000,1332.340000,-1.250000,1422.950000,-90.610000,0.000000,0.778688
285,0.719000,0.281000,0.937477,0.894000,0.007000,0.068000,1331.620000,-0.720000,1421.460000,-89.840000,0.000000,0.776825
286,0.741200,0.258800,0.966129,0.894000,0.007000,0.197000,1332.580000,0.960000,1420.840000,-88.260000,0.000000,0.776050
287,0.716400,0.283600,0.933845,0.866000,0.006000,0.098000,1331.640000,-0.940000,1420.930000,-89.290000,0.000000,0.776163
288,0.738000,0.262000,0.962118,0.891000,0.008000,0.174000,1332.370000,0.730000,1421.180000,-88.810000,0.000000,0.776475
289,0.724700,0.275300,0.944909,0.914000,0.009000,0.060000,1332.070000,-0.300000,1421.460000,-89.390000,0.000000,0.776825
290,0.714300,0.285700,0.931125,0.891000,0.006000,0.045000,1331.000000,-1.070000,1420.970000,-89.970000,0.000000,0.776213
291,0.726700,0.273300,0.947164,0.896000,0.007000,0.109000,1330.880000,-0.120000,1420.700000,-89.820000,0.000000,0.775875
292,0.695900,0.304100,0.906936,0.850000,0.006000,0.000000,1328.560000,-2.320000,1420.510000,-91.950000,0.000000,0.775637
293,0.739100,0.260900,0.963209,0.919000,0.006000,0.151000,1329.470000,0.910000,1420.450000,-90.980000,0.000000,0.775563
294,0.719700,0.280300,0.937514,0.904000,0.007000,0.050000,1328.840000,-0.630000,1419.550000,-90.710000,0.000000,0.774437
295,0.732900,0.267100,0.954583,0.897000,0.008000,0.166000,1329.210000,0.370000,1419.280000,-90.070000,0.000000,0.774100
296,0.747100,0.252900,0.973073,0.918000,0.006000,0.198000,1330.660000,1.450000,1419.270000,-88.610000,0.000000,0.774087
297,0.732800,0.267200,0.954518,0.877000,0.008000,0.194000,1330.950000,0.290000,1419.420000,-88.470000,0.000000,0.774275
298,0.726100,0.273900,0.946262,0.884000,0.009000,0.123000,1330.770000,-0.180000,1420.440000,-89.670000,0.000000,0.775550
299,0.726700,0.273300,0.946933,0.901000,0.007000,0.107000,1330.630000,-0.140000,1420.200000,-89.570000,0.000000,0.775250
300,0.722200,0.277800,0.941019,0.896000,0.007000,0.080000,1330.160000,-0.470000,1420.090000,-89.930000,0.000000,0.775112
